location,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
3195 N Vermilion St IL 61832,40.174853000000006,-87.630123,1.0,range_interpolation,3195.0,N Vermilion St,,,Danville,IL,Vermilion County,61832,US,TIGER/Line® dataset from the US Census Bureau
109 S Gilbert St IL 61832,40.119597,-87.636332,1.0,range_interpolation,109.0,S Gilbert St,,,Danville,IL,Vermilion County,61832,US,TIGER/Line® dataset from the US Census Bureau
3195 N Vermilion St IL 61832,40.174853000000006,-87.630123,1.0,range_interpolation,3195.0,N Vermilion St,,,Danville,IL,Vermilion County,61832,US,TIGER/Line® dataset from the US Census Bureau
1909 S Mount Zion Rd IL 62521,39.819703999999994,-88.878729,1.0,rooftop,1909.0,S Mt Zion Rd,,,Decatur,IL,Macon County,62521,US,Macon
1835 E Eldorado St IL 62521,39.845974,-88.931675,1.0,rooftop,1835.0,E Eldorado St,,,Decatur,IL,Macon County,62521,US,Macon
962 W Eldorado St IL 62522,39.845895,-88.969927,1.0,rooftop,962.0,W Eldorado St,,,Decatur,IL,Macon County,62522,US,Macon
3005 N Water St IL 62526,39.877152,-88.955624,1.0,rooftop,3005.0,N Water St,,,Decatur,IL,Macon County,62526,US,Macon
2799 N 22nd St IL 62526,39.874973,-88.926071,1.0,rooftop,2799.0,N 22nd St,,,Decatur,IL,Macon County,62526,US,Macon
2237 E Hubbard Ave IL 62526,39.883342999999996,-88.92575699999999,1.0,rooftop,2237.0,E Hubbard Ave,,,Decatur,IL,Macon County,62526,US,Macon
1909 S Mount Zion Rd IL 62521,39.819703999999994,-88.878729,1.0,rooftop,1909.0,S Mt Zion Rd,,,Decatur,IL,Macon County,62521,US,Macon
1835 E Eldorado St IL 62521,39.845974,-88.931675,1.0,rooftop,1835.0,E Eldorado St,,,Decatur,IL,Macon County,62521,US,Macon
962 W Eldorado St IL 62522,39.845895,-88.969927,1.0,rooftop,962.0,W Eldorado St,,,Decatur,IL,Macon County,62522,US,Macon
3005 N Water St IL 62526,39.877152,-88.955624,1.0,rooftop,3005.0,N Water St,,,Decatur,IL,Macon County,62526,US,Macon
2799 N 22nd St IL 62526,39.874973,-88.926071,1.0,rooftop,2799.0,N 22nd St,,,Decatur,IL,Macon County,62526,US,Macon
2237 E Hubbard Ave IL 62526,39.883342999999996,-88.92575699999999,1.0,rooftop,2237.0,E Hubbard Ave,,,Decatur,IL,Macon County,62526,US,Macon
20914 Milwaukee Ave IL 60015,42.170489,-87.922472,0.9,range_interpolation,20914.0,Milwaukee Ave,,,Deerfield,IL,Lake County,60015,US,TIGER/Line® dataset from the US Census Bureau
50 Waukegan Rd IL 60015,42.154143,-87.837125,1.0,rooftop,50.0,Waukegan Rd,,,Deerfield,IL,Lake County,60015,US,Lake
20914 Milwaukee Ave IL 60015,42.170489,-87.922472,0.9,range_interpolation,20914.0,Milwaukee Ave,,,Deerfield,IL,Lake County,60015,US,TIGER/Line® dataset from the US Census Bureau
50 Waukegan Rd IL 60015,42.154143,-87.837125,1.0,rooftop,50.0,Waukegan Rd,,,Deerfield,IL,Lake County,60015,US,Lake
2700 Crego Rd IL 60115,41.838488,-88.734643,0.6,street_center,,Crego Rd,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
805 W Lincoln Hwy IL 60115,41.93118,-88.771609,1.0,range_interpolation,805.0,W Lincoln Hwy,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
545 E Lincoln Hwy IL 60115,41.929469,-88.749337,1.0,range_interpolation,545.0,E Lincoln Hwy,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
2700 Crego Rd IL 60115,41.838488,-88.734643,0.6,street_center,,Crego Rd,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
805 W Lincoln Hwy IL 60115,41.93118,-88.771609,1.0,range_interpolation,805.0,W Lincoln Hwy,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
545 E Lincoln Hwy IL 60115,41.929469,-88.749337,1.0,range_interpolation,545.0,E Lincoln Hwy,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
725 W Golf Rd IL 60016,42.04715,-87.937698,1.0,rooftop,725.0,W Golf Rd,,,Des Plaines,IL,Cook County,60016,US,Cook
9815 Milwaukee Ave IL 60016,42.05896,-87.841817,1.0,range_interpolation,9815.0,Milwaukee Ave,,,Des Plaines,IL,Cook County,60016,US,TIGER/Line® dataset from the US Census Bureau
960 Rand Rd Ste 222 IL 60016,42.05666,-87.901013,1.0,rooftop,960.0,Rand Rd,Ste,222,Des Plaines,IL,Cook County,60016,US,Cook
444 S River Rd IL 60016,42.045311,-87.885429,1.0,rooftop,444.0,S Des Plaines River Rd,,,Des Plaines,IL,Cook County,60016,US,Cook
1101 E Oakton St IL 60018,42.023432,-87.897054,1.0,rooftop,1101.0,E Oakton St,,,Des Plaines,IL,Cook County,60018,US,Cook
1960 S Mount Prospect Rd IL 60018,42.014694,-87.92636800000001,1.0,rooftop,1960.0,S Mt Prospect Rd,,,Des Plaines,IL,Cook County,60018,US,Cook
3067 Mannheim Rd IL 60018,41.998428999999994,-87.883987,1.0,rooftop,3067.0,Mannheim Rd,,,Des Plaines,IL,Cook County,60018,US,Cook
725 W Golf Rd IL 60016,42.04715,-87.937698,1.0,rooftop,725.0,W Golf Rd,,,Des Plaines,IL,Cook County,60016,US,Cook
9815 Milwaukee Ave IL 60016,42.05896,-87.841817,1.0,range_interpolation,9815.0,Milwaukee Ave,,,Des Plaines,IL,Cook County,60016,US,TIGER/Line® dataset from the US Census Bureau
960 Rand Rd Ste 222 IL 60016,42.05666,-87.901013,1.0,rooftop,960.0,Rand Rd,Ste,222,Des Plaines,IL,Cook County,60016,US,Cook
444 S River Rd IL 60016,42.045311,-87.885429,1.0,rooftop,444.0,S Des Plaines River Rd,,,Des Plaines,IL,Cook County,60016,US,Cook
1101 E Oakton St IL 60018,42.023432,-87.897054,1.0,rooftop,1101.0,E Oakton St,,,Des Plaines,IL,Cook County,60018,US,Cook
1960 S Mount Prospect Rd IL 60018,42.014694,-87.92636800000001,1.0,rooftop,1960.0,S Mt Prospect Rd,,,Des Plaines,IL,Cook County,60018,US,Cook
3067 Mannheim Rd IL 60018,41.998428999999994,-87.883987,1.0,rooftop,3067.0,Mannheim Rd,,,Des Plaines,IL,Cook County,60018,US,Cook
226 W Sibley Blvd IL 60419,41.622793,-87.622097,1.0,range_interpolation,226.0,W Sibley Blvd,,,Dolton,IL,Cook County,60419,US,TIGER/Line® dataset from the US Census Bureau
[57-99] W Sibley Blvd IL 60419,41.622890999999996,-87.623951,0.77,nearest_rooftop_match,42.0,W Sibley Blvd,,,Dolton,IL,Cook County,60419,US,Cook
226 W Sibley Blvd IL 60419,41.622793,-87.622097,1.0,range_interpolation,226.0,W Sibley Blvd,,,Dolton,IL,Cook County,60419,US,TIGER/Line® dataset from the US Census Bureau
[57-99] W Sibley Blvd IL 60419,41.622890999999996,-87.623951,0.77,nearest_rooftop_match,42.0,W Sibley Blvd,,,Dolton,IL,Cook County,60419,US,Cook
2535 Ogden Avenue IL 60515,41.804486,-88.046922,1.0,rooftop,2535.0,Ogden Ave,,,Downers Grove,IL,DuPage County,60515,US,Dupage
1620 Ogden Ave IL 60515,41.808592,-88.02553499999999,1.0,rooftop,1620.0,Ogden Ave,,,Downers Grove,IL,DuPage County,60515,US,Dupage
225 Ogden Ave IL 60515,41.808854,-87.99197099999999,1.0,rooftop,225.0,Ogden Ave,,,Downers Grove,IL,DuPage County,60515,US,Dupage
2535 Ogden Avenue IL 60515,41.804486,-88.046922,1.0,rooftop,2535.0,Ogden Ave,,,Downers Grove,IL,DuPage County,60515,US,Dupage
1620 Ogden Ave IL 60515,41.808592,-88.02553499999999,1.0,rooftop,1620.0,Ogden Ave,,,Downers Grove,IL,DuPage County,60515,US,Dupage
225 Ogden Ave IL 60515,41.808854,-87.99197099999999,1.0,rooftop,225.0,Ogden Ave,,,Downers Grove,IL,DuPage County,60515,US,Dupage
831 S Washington St IL 62832,37.998971999999995,-89.23607700000001,1.0,range_interpolation,831.0,S Washington St,,,Du Quoin,IL,Perry County,62832,US,TIGER/Line® dataset from the US Census Bureau
825 S Washington St IL 62832,37.998865,-89.236076,1.0,range_interpolation,825.0,S Washington St,,,Du Quoin,IL,Perry County,62832,US,TIGER/Line® dataset from the US Census Bureau
831 S Washington St IL 62832,37.998971999999995,-89.23607700000001,1.0,range_interpolation,831.0,S Washington St,,,Du Quoin,IL,Perry County,62832,US,TIGER/Line® dataset from the US Census Bureau
825 S Washington St IL 62832,37.998865,-89.236076,1.0,range_interpolation,825.0,S Washington St,,,Du Quoin,IL,Perry County,62832,US,TIGER/Line® dataset from the US Census Bureau
1074 Spring Hill Mall IL 60118,42.106199,-88.30439399999999,0.22,place,,,,,Dundee,IL,Kane County,60118,US,TIGER/Line® dataset from the US Census Bureau
386 N 8th St IL 60118,42.100087,-88.287307,1.0,range_interpolation,386.0,N 8th St,,,West Dundee,IL,Kane County,60118,US,TIGER/Line® dataset from the US Census Bureau
386 S 8th St IL 60118,42.094648,-88.287603,1.0,rooftop,386.0,S 8th St,,,West Dundee,IL,Kane County,60118,US,Kane
1074 Spring Hill Mall IL 60118,42.106199,-88.30439399999999,0.22,place,,,,,Dundee,IL,Kane County,60118,US,TIGER/Line® dataset from the US Census Bureau
386 N 8th St IL 60118,42.100087,-88.287307,1.0,range_interpolation,386.0,N 8th St,,,West Dundee,IL,Kane County,60118,US,TIGER/Line® dataset from the US Census Bureau
386 S 8th St IL 60118,42.094648,-88.287603,1.0,rooftop,386.0,S 8th St,,,West Dundee,IL,Kane County,60118,US,Kane
2601 E Washington St IL 61611,40.676424,-89.535067,1.0,rooftop,2601.0,E Washington St,,,East Peoria,IL,Tazewell County,61611,US,City of East Peoria
401 River Rd IL 61611,40.683771,-89.584929,1.0,rooftop,401.0,River Rd,,,East Peoria,IL,Tazewell County,61611,US,City of East Peoria
401 S Main St IL 61611,40.670145,-89.57669,0.8,rooftop,401.0,N Main St,,,East Peoria,IL,Tazewell County,61611,US,City of East Peoria
2601 E Washington St IL 61611,40.676424,-89.535067,1.0,rooftop,2601.0,E Washington St,,,East Peoria,IL,Tazewell County,61611,US,City of East Peoria
401 River Rd IL 61611,40.683771,-89.584929,1.0,rooftop,401.0,River Rd,,,East Peoria,IL,Tazewell County,61611,US,City of East Peoria
401 S Main St IL 61611,40.670145,-89.57669,0.8,rooftop,401.0,N Main St,,,East Peoria,IL,Tazewell County,61611,US,City of East Peoria
588 N 24th St IL 62205,38.616040000000005,-90.128249,1.0,rooftop,588.0,N 24th St,,,East Saint Louis,IL,St. Clair County,62205,US,St Clair
1110 Camp Jackson Rd IL 62206,38.562566,-90.17719699999999,1.0,rooftop,1110.0,Camp Jackson Rd,,,East Saint Louis,IL,St. Clair County,62206,US,St Clair
588 N 24th St IL 62205,38.616040000000005,-90.128249,1.0,rooftop,588.0,N 24th St,,,East Saint Louis,IL,St. Clair County,62205,US,St Clair
1110 Camp Jackson Rd IL 62206,38.562566,-90.17719699999999,1.0,rooftop,1110.0,Camp Jackson Rd,,,East Saint Louis,IL,St. Clair County,62206,US,St Clair
6091 Center Grove Rd IL 62025,38.841819,-89.877841,0.67,place,,,,,Edwardsville,IL,Madison County,62025,US,TIGER/Line® dataset from the US Census Bureau
1704 Troy Rd IL 62025,38.793735999999996,-89.951083,1.0,range_interpolation,1704.0,Troy Rd,,,Edwardsville,IL,Madison County,62025,US,TIGER/Line® dataset from the US Census Bureau
6091 Center Grove Rd IL 62025,38.841819,-89.877841,0.67,place,,,,,Edwardsville,IL,Madison County,62025,US,TIGER/Line® dataset from the US Census Bureau
1704 Troy Rd IL 62025,38.793735999999996,-89.951083,1.0,range_interpolation,1704.0,Troy Rd,,,Edwardsville,IL,Madison County,62025,US,TIGER/Line® dataset from the US Census Bureau
2911 S Banker St IL 62401,39.091515,-88.54848199999999,1.0,rooftop,2911.0,S Banker St,,,Effingham,IL,Effingham County,62401,US,Effingham
1304 N Keller Dr IL 62401,39.139765000000004,-88.56579599999999,1.0,rooftop,1304.0,N Keller Dr,,,Effingham,IL,Effingham County,62401,US,Effingham
2500 N 3rd St IL 62401,39.149194,-88.529823,1.0,rooftop,2500.0,N 3rd St,,,Effingham,IL,Effingham County,62401,US,Effingham
1300 N Keller Dr IL 62401,39.139019,-88.564982,1.0,rooftop,1300.0,N Keller Dr,,,Effingham,IL,Effingham County,62401,US,Effingham
2911 S Banker St IL 62401,39.091515,-88.54848199999999,1.0,rooftop,2911.0,S Banker St,,,Effingham,IL,Effingham County,62401,US,Effingham
1304 N Keller Dr IL 62401,39.139765000000004,-88.56579599999999,1.0,rooftop,1304.0,N Keller Dr,,,Effingham,IL,Effingham County,62401,US,Effingham
2500 N 3rd St IL 62401,39.149194,-88.529823,1.0,rooftop,2500.0,N 3rd St,,,Effingham,IL,Effingham County,62401,US,Effingham
1300 N Keller Dr IL 62401,39.139019,-88.564982,1.0,rooftop,1300.0,N Keller Dr,,,Effingham,IL,Effingham County,62401,US,Effingham
664 W Main St IL 61738,40.736577000000004,-89.027238,1.0,rooftop,664.0,W Main St,,,El Paso,IL,Woodford County,61738,US,Woodford
644 W Main St IL 61738,40.736846,-89.02725,1.0,range_interpolation,644.0,W Main St,,,El Paso,IL,Woodford County,61738,US,TIGER/Line® dataset from the US Census Bureau
664 W Main St IL 61738,40.736577000000004,-89.027238,1.0,rooftop,664.0,W Main St,,,El Paso,IL,Woodford County,61738,US,Woodford
644 W Main St IL 61738,40.736846,-89.02725,1.0,range_interpolation,644.0,W Main St,,,El Paso,IL,Woodford County,61738,US,TIGER/Line® dataset from the US Census Bureau
1201 Us Highway 45 N IL 62930,37.804511,-88.44896700000001,1.0,range_interpolation,1201.0,US Hwy 45 N,,,Eldorado,IL,Saline County,62930,US,TIGER/Line® dataset from the US Census Bureau
142 Ande Rd IL 62930,37.819839,-88.39939,1.0,range_interpolation,142.0,Ande Rd,,,Eldorado,IL,Saline County,62930,US,TIGER/Line® dataset from the US Census Bureau
1201 Us Highway 45 N IL 62930,37.804511,-88.44896700000001,1.0,range_interpolation,1201.0,US Hwy 45 N,,,Eldorado,IL,Saline County,62930,US,TIGER/Line® dataset from the US Census Bureau
142 Ande Rd IL 62930,37.819839,-88.39939,1.0,range_interpolation,142.0,Ande Rd,,,Eldorado,IL,Saline County,62930,US,TIGER/Line® dataset from the US Census Bureau
401 Summit St IL 60120,42.045858,-88.275471,1.0,rooftop,401.0,Summit St,,,Elgin,IL,Kane County,60120,US,Kane
816 Saint Charles St IL 60120,42.019443,-88.26905,1.0,rooftop,816.0,St Charles St,,,Elgin,IL,Kane County,60120,US,Kane
1480 Larkin Ave IL 60123,42.035049,-88.314171,1.0,rooftop,1480.0,Larkin Ave,,,Elgin,IL,Kane County,60123,US,Kane
1165 N Mclean Blvd IL 60123,42.061667,-88.315437,1.0,range_interpolation,1165.0,N Mclean Blvd,,,Elgin,IL,Kane County,60123,US,TIGER/Line® dataset from the US Census Bureau
255 S Randall Rd IL 60123,42.027021999999995,-88.337946,1.0,rooftop,255.0,S Randall Rd,,,Elgin,IL,Kane County,60123,US,Kane
1001 N Randall Rd IL 60123,42.052783000000005,-88.336736,1.0,rooftop,1001.0,N Randall Rd,,,Elgin,IL,Kane County,60123,US,Kane
401 Summit St IL 60120,42.045858,-88.275471,1.0,rooftop,401.0,Summit St,,,Elgin,IL,Kane County,60120,US,Kane
816 Saint Charles St IL 60120,42.019443,-88.26905,1.0,rooftop,816.0,St Charles St,,,Elgin,IL,Kane County,60120,US,Kane
1480 Larkin Ave IL 60123,42.035049,-88.314171,1.0,rooftop,1480.0,Larkin Ave,,,Elgin,IL,Kane County,60123,US,Kane
1165 N Mclean Blvd IL 60123,42.061667,-88.315437,1.0,range_interpolation,1165.0,N Mclean Blvd,,,Elgin,IL,Kane County,60123,US,TIGER/Line® dataset from the US Census Bureau
255 S Randall Rd IL 60123,42.027021999999995,-88.337946,1.0,rooftop,255.0,S Randall Rd,,,Elgin,IL,Kane County,60123,US,Kane
1001 N Randall Rd IL 60123,42.052783000000005,-88.336736,1.0,rooftop,1001.0,N Randall Rd,,,Elgin,IL,Kane County,60123,US,Kane
633 Meacham Rd IL 60007,42.007045,-88.04516600000001,1.0,rooftop,633.0,Meacham Rd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
1450 Busse Rd IL 60007,42.004577000000005,-87.96025,1.0,rooftop,1450.0,Busse Rd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
1912 E Higgins Rd IL 60007,42.021811,-87.957199,1.0,rooftop,1912.0,E Higgins Rd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
10 Biesterfield Rd IL 60007,42.003904,-88.004536,1.0,rooftop,10.0,Biesterfield Rd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
633 Meacham Rd IL 60007,42.007045,-88.04516600000001,1.0,rooftop,633.0,Meacham Rd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
1450 Busse Rd IL 60007,42.004577000000005,-87.96025,1.0,rooftop,1450.0,Busse Rd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
1912 E Higgins Rd IL 60007,42.021811,-87.957199,1.0,rooftop,1912.0,E Higgins Rd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
10 Biesterfield Rd IL 60007,42.003904,-88.004536,1.0,rooftop,10.0,Biesterfield Rd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
920 N York St IL 60126,41.928241,-87.939806,1.0,range_interpolation,920.0,N York St,,,Elmhurst,IL,DuPage County,60126,US,TIGER/Line® dataset from the US Census Bureau
190 E Butterfield Rd IL 60126,41.869157,-87.935946,1.0,range_interpolation,190.0,E Butterfield Rd,,,Elmhurst,IL,DuPage County,60126,US,TIGER/Line® dataset from the US Census Bureau
920 N York St IL 60126,41.928241,-87.939806,1.0,range_interpolation,920.0,N York St,,,Elmhurst,IL,DuPage County,60126,US,TIGER/Line® dataset from the US Census Bureau
190 E Butterfield Rd IL 60126,41.869157,-87.935946,1.0,range_interpolation,190.0,E Butterfield Rd,,,Elmhurst,IL,DuPage County,60126,US,TIGER/Line® dataset from the US Census Bureau
1919 Dempster St IL 60201,42.041358,-87.700098,1.0,rooftop,1919.0,Dempster St,,,Evanston,IL,Cook County,60201,US,City of Evanston
1700 Orrington Ave IL 60202,42.048646999999995,-87.680891,0.95,rooftop,1700.0,Orrington Ave,,,Evanston,IL,Cook County,60201,US,Cook
1117 Howard St IL 60202,42.019791999999995,-87.687698,1.0,rooftop,1117.0,Howard St,,,Evanston,IL,Cook County,60202,US,City of Evanston
1919 Dempster St IL 60201,42.041358,-87.700098,1.0,rooftop,1919.0,Dempster St,,,Evanston,IL,Cook County,60201,US,City of Evanston
1700 Orrington Ave IL 60202,42.048646999999995,-87.680891,0.95,rooftop,1700.0,Orrington Ave,,,Evanston,IL,Cook County,60201,US,Cook
1117 Howard St IL 60202,42.019791999999995,-87.687698,1.0,rooftop,1117.0,Howard St,,,Evanston,IL,Cook County,60202,US,City of Evanston
8715 S Kedzie Ave IL 60805,41.734481,-87.701868,1.0,rooftop,8715.0,S Kedzie Ave,,,Evergreen Park,IL,Cook County,60805,US,Cook
2620 W 95th St IL 60805,41.721441999999996,-87.687663,1.0,rooftop,2620.0,W 95th St,,,Evergreen Park,IL,Cook County,60805,US,Cook
9730 S Western Ave IL 60805,41.717535,-87.683116,1.0,rooftop,9730.0,S Western Ave,,,Evergreen Park,IL,Cook County,60805,US,Cook
9500 S Western Ave IL 60805,41.723,-87.685211,0.6,nearest_rooftop_match,9400.0,S Western Ave,,,Evergreen Park,IL,Cook County,60805,US,Cook
8715 S Kedzie Ave IL 60805,41.734481,-87.701868,1.0,rooftop,8715.0,S Kedzie Ave,,,Evergreen Park,IL,Cook County,60805,US,Cook
2620 W 95th St IL 60805,41.721441999999996,-87.687663,1.0,rooftop,2620.0,W 95th St,,,Evergreen Park,IL,Cook County,60805,US,Cook
9730 S Western Ave IL 60805,41.717535,-87.683116,1.0,rooftop,9730.0,S Western Ave,,,Evergreen Park,IL,Cook County,60805,US,Cook
9500 S Western Ave IL 60805,41.723,-87.685211,0.6,nearest_rooftop_match,9400.0,S Western Ave,,,Evergreen Park,IL,Cook County,60805,US,Cook
1300 Des Plaines Ave IL 60130,41.862807000000004,-87.818896,1.0,range_interpolation,1300.0,Des Plaines Ave,,,Forest Park,IL,Cook County,60130,US,TIGER/Line® dataset from the US Census Bureau
420 Des Plaines Ave IL 60130,41.878955,-87.81365600000001,1.0,rooftop,420.0,Des Plaines Ave,,,Forest Park,IL,Cook County,60130,US,Cook
1300 Des Plaines Ave IL 60130,41.862807000000004,-87.818896,1.0,range_interpolation,1300.0,Des Plaines Ave,,,Forest Park,IL,Cook County,60130,US,TIGER/Line® dataset from the US Census Bureau
420 Des Plaines Ave IL 60130,41.878955,-87.81365600000001,1.0,rooftop,420.0,Des Plaines Ave,,,Forest Park,IL,Cook County,60130,US,Cook
7215 W Lincoln Hwy IL 60423,41.505628,-87.791848,1.0,rooftop,7215.0,W Lincoln Hwy,,,Frankfort,IL,Will County,60423,US,Will
21011 South La Grange Road IL 60423,41.508117,-87.848708,1.0,rooftop,21011.0,S La Grange Rd,,,Frankfort,IL,Will County,60423,US,Will
7215 W Lincoln Hwy IL 60423,41.505628,-87.791848,1.0,rooftop,7215.0,W Lincoln Hwy,,,Frankfort,IL,Will County,60423,US,Will
21011 South La Grange Road IL 60423,41.508117,-87.848708,1.0,rooftop,21011.0,S La Grange Rd,,,Frankfort,IL,Will County,60423,US,Will
1300 W Galena Ave IL 61032,42.302005,-89.644671,1.0,rooftop,1300.0,W Galena Ave,,,Freeport,IL,Stephenson County,61032,US,Stephenson
1710 S West Ave IL 61032,42.278303,-89.631739,0.9,range_interpolation,1710.0,Southwest Ave,,,Freeport,IL,Stephenson County,61032,US,TIGER/Line® dataset from the US Census Bureau
1300 W Galena Ave IL 61032,42.302005,-89.644671,1.0,rooftop,1300.0,W Galena Ave,,,Freeport,IL,Stephenson County,61032,US,Stephenson
1710 S West Ave IL 61032,42.278303,-89.631739,0.9,range_interpolation,1710.0,Southwest Ave,,,Freeport,IL,Stephenson County,61032,US,TIGER/Line® dataset from the US Census Bureau
Knox Highway 10 IL 61401,40.918495,-90.38799499999999,1.0,street_center,,Knox Hwy 10,,,Galesburg,IL,Knox County,61401,US,TIGER/Line® dataset from the US Census Bureau
1072 N Henderson St IL 61401,40.960634000000006,-90.383986,1.0,rooftop,1072.0,N Henderson St,,,Galesburg,IL,Knox County,61401,US,Knox
1158 E Main St IL 61401,40.947031,-90.352553,1.0,rooftop,1158.0,E Main St,,,Galesburg,IL,Knox County,61401,US,Knox
Knox Highway 10 IL 61401,40.918495,-90.38799499999999,1.0,street_center,,Knox Hwy 10,,,Galesburg,IL,Knox County,61401,US,TIGER/Line® dataset from the US Census Bureau
1072 N Henderson St IL 61401,40.960634000000006,-90.383986,1.0,rooftop,1072.0,N Henderson St,,,Galesburg,IL,Knox County,61401,US,Knox
